Input_1,Input_2,Input_3,Input_4,Input_5,Input_6,Input_7,Input_8,Input_9,Ira,Miedo,Felicidad,Tristeza,Sorpresa,Disgusto
0.0,0.99837124,0.99904454,0.0,0.0,0.0,0.0,0.0,0.59698087,0.0058550546,0.007088057,0.0018337091,0.0052166646,0.005414303,0.16456868
0.0,0.9956945,0.99731344,0.0,0.0,0.0,0.0,0.20677574,0.7799751,0.009723787,0.0085647255,0.0028524827,0.00055693364,0.007626268,0.23005375
0.0,0.9934571,0.99914163,0.0,0.26766443,0.0,0.0,0.0,0.49969158,0.009337576,0.009349599,0.0027167366,0.0011050571,0.003020698,0.37456825
0.0,0.99820113,0.9997857,0.0,0.35664225,0.0,0.0,0.0,0.0,0.0044965586,0.0023094579,0.012713649,0.071066804,0.004924136,0.10946171
0.0,0.99230593,0.9996087,0.0,0.16856298,0.0,0.0,0.7261658,0.0,0.0025702312,0.0011485355,0.41915601,0.18199714,0.024061564,0.06833134
0.0,0.9974886,0.9986243,0.0,0.35659412,0.0,0.0,0.0,0.6317207,0.010841897,0.0075563723,0.00063405687,0.00387425,0.22099943,0.06571023
0.0,0.99679136,0.99892473,0.0,0.089524664,0.0,0.0,0.0,0.64857733,0.010164711,0.006626253,0.0011792538,0.0011848679,0.04454589,0.3462928
0.0,0.9966602,0.99948895,0.0,0.0,0.0,0.0,0.9966792,0.0,0.0040101027,0.0021343315,0.938658,0.0391624,0.5756163,0.0095355725
0.0,0.9979863,0.9991862,0.0,0.0,0.0,0.4277166,0.46584398,0.0,0.08056682,0.09142785,0.1496606,0.0014607961,0.043016244,0.6883608
0.0,0.9990665,0.9991309,0.0,0.0,0.0,0.0,0.0,0.36556974,0.011444959,0.009216147,0.0009654183,0.004765187,0.20320436,0.020423153
0.0,0.9980405,0.99913937,0.0,0.30558354,0.0,0.0,0.0,0.90260035,0.010189568,0.00658273,0.00082417735,0.0010470668,0.092014655,0.48739535
0.0,0.9982534,0.9979596,0.0,0.0,0.0,0.7318059,0.0,0.0,0.007576316,0.008207803,0.017487522,0.006435069,0.007833955,0.5298646
0.0,0.99706095,0.99932665,0.0,0.0,0.0,0.26393712,0.5882697,0.21896392,0.027868629,0.029242689,0.012496165,0.0002672004,0.003049029,0.004444692
0.0,0.9957629,0.9981599,0.0,0.5160816,0.0,0.0,0.0,0.9465132,0.011677793,0.008662778,0.0008769738,0.0014540192,0.12390277,0.6189531
0.0,0.9982315,0.9990346,0.0,0.0,0.0,0.0,0.18709055,0.47124735,0.0034548612,0.004490422,0.003499485,0.0076785553,0.007823314,0.10178051
0.0,0.99694794,0.99942,0.0,0.33336565,0.0,0.0,0.0,0.0,0.006666184,0.0033713786,0.00915731,0.03139257,0.006785823,0.08194719
0.0,0.9985871,0.99933565,0.0,0.26800245,0.0,0.0,0.0,0.4673441,0.010904277,0.00696182,0.0008969021,0.005052322,0.18196161,0.02740828
0.0,0.99299526,0.99928874,0.0,0.0,0.20696741,0.0,0.997179,0.0,0.0014646448,0.0007048508,0.22741564,0.342278,0.020821234,0.3799807
0.0,0.9988068,0.9991217,0.0,0.0,0.0,0.0,0.0,0.37604257,0.0025641287,0.0036348607,0.0030149338,0.009349992,0.004824151,0.06394872
0.0,0.99691314,0.9993005,0.0,0.06360615,0.0,0.0,0.0,0.0,0.002690071,0.0013467688,0.015489905,0.14373146,0.019726697,0.019391695
0.0,0.99782324,0.99761087,0.0,0.0,0.0,0.9230171,0.0,0.0,0.022172399,0.024203258,0.019642752,0.0035550927,0.016894396,0.6733236
0.0,0.99500686,0.9980976,0.0,0.0,0.0,0.0,0.9287378,0.0,0.0008474983,0.00054379686,0.95327455,0.032505393,0.0040422007,0.0028713087
0.0,0.9989329,0.99950856,0.0,0.2535892,0.0,0.0,0.0,0.28662074,0.012656163,0.007970372,0.0015046183,0.004262224,0.09156828,0.019987449
0.0,0.99909526,0.9995418,0.0,0.0,0.0,0.0,0.0,0.20785296,0.012013943,0.008604742,0.0023484654,0.0044591073,0.084055535,0.011873373
0.0,0.9954977,0.99901474,0.0,0.5186334,0.0,0.0,0.0,0.8662086,0.0110261105,0.008469308,0.001030219,0.0013941813,0.08289772,0.61416173
0.0,0.99520403,0.9983651,0.0,0.03414631,0.0,0.0,0.5948368,0.0,0.0005766947,0.0004179036,0.96499544,0.0375933,0.0064214794,0.0029456024
0.0,0.997948,0.99712616,0.0,0.0,0.0,0.17839111,0.0,0.05657307,0.00088679965,0.0010141582,0.10461118,0.017264908,0.01086934,0.01798018
0.0,0.9993578,0.9995415,0.0,0.0,0.0,0.94605786,0.0,0.51391053,0.36615244,0.44504005,0.00056470325,4.5666948e-05,0.004406365,0.0066349376
0.0,0.9975944,0.99678165,0.0,0.0,0.0,0.0,0.0023568273,0.9691233,0.011101081,0.006956986,0.00078503543,0.0010102148,0.11870862,0.4298431
0.0,0.99349743,0.9985839,0.0,0.0,0.061386146,0.20044851,0.40945265,0.0,0.03983467,0.044226993,0.1617725,0.0040633474,0.066803254,0.7843891
0.0,0.9968081,0.9961617,0.0,0.0,0.0,0.28294557,0.0,0.19128627,0.00234153,0.0030249706,0.014252253,0.0036791347,0.012289263,0.013684102
0.0,0.9980738,0.9991413,0.0,0.37729272,0.0,0.0,0.0,0.6315588,0.017541947,0.013782636,0.00073791784,0.0013715919,0.07494191,0.29327744
0.0,0.9971477,0.99924797,0.0,0.49802402,0.0,0.0,0.0,0.95783764,0.010794629,0.007585891,0.00085439975,0.0012389744,0.11073172,0.5836279
0.0,0.9954516,0.9985268,0.0,0.0,0.0,0.0,0.3352089,0.5762731,0.010530622,0.011726058,0.00883045,0.00063866103,0.039301056,0.05562986
0.0,0.9984061,0.99947923,0.0,0.16129424,0.0,0.0,0.0,0.03406343,0.0031510799,0.0016234972,0.010292152,0.093255475,0.013238204,0.031140752
0.0,0.9977933,0.99922115,0.0,0.05681433,0.0,0.0,0.0,0.0,0.0027781823,0.0013552855,0.021110121,0.25431392,0.019795252,0.026728751
0.0,0.9952712,0.9964504,0.0,0.0,0.0,0.0,0.47858256,0.0,0.0013693568,0.00087000296,0.68673927,0.1971831,0.0064372974,0.009684035
0.0,0.994586,0.9978292,0.0,0.0,0.0,0.0,0.7266527,0.0,0.0005520931,0.00044900313,0.89238155,0.01572574,0.0068841325,0.004968752
0.0,0.9947515,0.9984756,0.0,0.013805151,0.0,0.0,0.7724726,0.0,0.00096315274,0.0006011426,0.9223652,0.05121299,0.0053411704,0.003873144
0.0,0.9984133,0.9979391,0.0,0.5183043,0.0,0.002694711,0.0,0.46777225,0.007975618,0.010437051,0.009694596,0.0033082566,0.006004848,0.5906345
0.0,0.99580425,0.9941473,0.0,0.0,0.0,0.0,0.0059808493,0.97013766,0.011535824,0.0071392087,0.0008209309,0.0009795565,0.1341384,0.429826
0.0,0.9912879,0.9995172,0.0,0.0,0.0,0.0,0.9974472,0.0,0.0022908081,0.0012016029,0.90202636,0.11401796,0.04775119,0.012121803
0.0,0.99887955,0.99947494,0.0,0.0,0.0,0.9175001,0.0,0.4832484,0.4679622,0.5566802,0.0009126029,4.250954e-05,0.008287858,0.009680661
0.0,0.9973811,0.9984734,0.0,0.0,0.0,0.0,0.0,0.18794677,0.001695703,0.0023607824,0.0102498885,0.0074634585,0.006233669,0.015794424
0.0,0.99693614,0.99790156,0.0,0.0,0.0,0.0,0.076085865,0.87500674,0.011559506,0.009706459,0.0015464593,0.00042091816,0.01085348,0.31441388
0.0,0.99292344,0.9994313,0.0,0.08085057,0.0,0.0,0.49984604,0.0,0.0036681793,0.0017324588,0.21292038,0.29134157,0.029103473,0.053027943
0.0,0.9960672,0.999575,0.0,0.16295582,0.0,0.0,0.0,0.0,0.0028189055,0.0014028617,0.015936013,0.18336421,0.011100369,0.043734986
0.0,0.9962175,0.998357,0.0,0.0,0.0,0.0,0.93027556,0.0,0.0004851956,0.0003147646,0.9811582,0.04929357,0.009557508,0.0028961846
0.0,0.99289715,0.99470484,0.0,0.0,0.0,0.0,0.0,0.0,0.00089529523,0.0005906868,0.6562707,0.442251,0.024644203,0.02446754
0.0,0.9955845,0.9973963,0.0,0.0,0.0,0.0,0.5000887,0.5063091,0.0077768224,0.008556757,0.02225187,0.00091880624,0.049088694,0.046257734
0.0,0.99864155,0.9996365,0.0,0.3405943,0.0,0.0,0.0,0.024900882,0.007090195,0.003605694,0.008295508,0.028621294,0.007482242,0.084834695
0.0,0.9972465,0.9975464,0.0,0.0,0.0,0.0,0.042099804,0.927894,0.010860065,0.009142158,0.0010463404,0.00074484013,0.0072947834,0.39167783
0.0,0.9988711,0.99949646,0.0,0.0,0.0,0.8662194,0.0019785166,0.10523076,0.36278686,0.469335,0.005587161,0.00019211811,0.011697634,0.0682287
0.0,0.99705213,0.9989699,0.0,0.0,0.0,0.0,0.34226224,0.47382155,0.003209635,0.0040039695,0.0053243814,0.0062907427,0.006770046,0.08103874
0.0,0.9935511,0.99727374,0.0,0.0,0.0,0.0,0.9820082,0.0,0.0024011289,0.001496555,0.9781593,0.011659432,0.058567636,0.003224905
0.0,0.9932895,0.99911344,0.0,0.0,0.0,0.0,0.9873955,0.0,0.0036382177,0.0019192985,0.9312274,0.040846746,0.5418651,0.009185566
0.0,0.9990057,0.9996269,0.0,0.0,0.0,0.5714513,0.0,0.6981841,0.30263644,0.3598974,0.0010728943,4.7369696e-05,0.011877887,0.010003124
0.0,0.99596614,0.99755657,0.0,0.13626127,0.0,0.0,0.012226164,0.884282,0.01089399,0.006754199,0.0008066611,0.0011503444,0.11565777,0.41022632
0.0,0.9970717,0.99780047,0.0,0.0,0.0,0.0,0.0,0.8473964,0.012257228,0.014575845,0.0012898508,0.0030129377,0.24423009,0.21134277
0.0,0.9971721,0.9992455,0.0,0.0,0.0,0.0,0.0,0.6995258,0.013889102,0.016111806,0.0019045279,0.001000625,0.011259044,0.08121003
0.0,0.9916785,0.99964285,0.0,0.0,0.0,0.0,0.80468136,0.0,0.0028158955,0.0012740204,0.5845392,0.20637439,0.059748266,0.025371188
0.0,0.99726367,0.99827266,0.0,0.0,0.0,0.08733276,0.0,0.3873072,0.004021762,0.0054919147,0.0035636448,0.0026671558,0.01416506,0.036557574
0.0,0.99559546,0.9970596,0.0,0.0,0.0,0.0,0.97056186,0.0,0.002028747,0.0012987277,0.9840276,0.01045669,0.029238278,0.002807251
0.0,0.9947527,0.99952394,0.0,0.0,0.0,0.0,0.9835207,0.0,0.0020541796,0.0011091295,0.93366766,0.09062317,0.031525567,0.009172101
0.0,0.99708986,0.99775016,0.0,0.0,0.0,0.8086135,0.0,0.0,0.0039890185,0.0043849214,0.021665003,0.008835692,0.0034502968,0.3211998
